flight,route,time,dt_seconds,flight_progress,wind_speed,wind_sin,wind_cos,programmed_speed_mps,actual_speed_mps,horizontal_speed_mps,vertical_speed_mps,vertical_speed_abs_mps,relative_air_speed_mps,wind_alignment,wind_cross_component_mps,payload_kg,altitude_m,dynamic_accel_norm,angular_rate_norm,obstacle_agility_index,thermal_load_proxy,vision_energy_proxy_w,communication_energy_proxy_w,route_H,route_R1,route_R2,route_R3,route_R4,route_R5,route_R6
999001,R1,0.0,0.2,0.0,4.0,0.0,1.0,8.0,3.3286633954186473,2.8,1.8,1.8,2.1633307652783937,1.0,0.0,0.25,50.0,0.35,0.03,0.7205,73.31353653785058,3.315449509312797,1.1932866339541863,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,0.2,0.2,0.06666666666666667,4.0,0.0,1.0,8.0,3.3286633954186473,2.8,1.8,1.8,2.1633307652783937,1.0,0.0,0.25,50.0,0.35,0.03172909084714798,0.7211051817965017,73.31353653785058,3.3156310638517477,1.1932866339541863,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,0.4,0.2,0.13333333333333333,4.0,0.0,1.0,8.0,3.3286633954186473,2.8,1.8,1.8,2.1633307652783937,1.0,0.0,0.25,50.0,12.02834151145338,0.036617387872822836,12.828787958045044,83.03185351494382,6.94793589672631,1.1932866339541863,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,0.6000000000000001,0.2,0.20000000000000004,4.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.25,50.0,12.02834151145338,0.04381966011250106,12.555419348202356,56.05668302290676,7.566625804460706,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,0.8,0.2,0.26666666666666666,4.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.25,50.0,0.35,0.05209056926535306,0.3682316992428735,32.7,3.910469509772862,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,1.0,0.2,0.3333333333333333,4.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.25,50.0,0.35,0.06,0.371,32.7,3.9113,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,1.2000000000000002,0.2,0.4000000000000001,4.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.25,50.0,0.35,0.06618033988749895,0.3731631189606246,32.7,3.9119489356881876,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,1.4000000000000001,0.2,0.46666666666666673,4.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.25,50.0,0.35,0.06956295201467612,0.3743470332051366,32.7,3.9123041099615414,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,1.6,0.2,0.5333333333333333,4.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.25,50.0,0.35,0.06956295201467612,0.3743470332051366,32.7,3.9123041099615414,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,1.8,0.2,0.6,4.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.25,50.0,0.35,0.06618033988749895,0.3731631189606246,32.7,3.9119489356881876,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,2.0,0.2,0.6666666666666666,4.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.25,50.0,0.35,0.060000000000000005,0.371,32.7,3.9113,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,2.2,0.2,0.7333333333333334,4.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.25,50.0,0.35,0.05209056926535307,0.3682316992428735,32.7,3.910469509772862,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,2.4000000000000004,0.2,0.8000000000000002,4.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.25,50.0,12.408809912865703,0.04381966011250103,12.95255974564811,56.817619825731406,7.685767923694432,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,2.6,0.2,0.8666666666666667,4.0,0.0,1.0,8.0,3.176476034853718,2.8,-1.5,1.5,1.9209372712298547,1.0,0.0,0.25,50.0,12.408809912865703,0.03661738787282283,13.163188118485236,13.398201092737372,7.025427840773628,1.191764760348537,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,2.8000000000000003,0.2,0.9333333333333335,4.0,0.0,1.0,8.0,3.176476034853718,2.8,-1.5,1.5,1.9209372712298547,1.0,0.0,0.25,50.0,0.35,0.03172909084714797,0.6611051817965018,3.8220709184687824,3.2748029597670083,1.191764760348537,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,3.0,0.2,1.0,4.0,0.0,1.0,8.0,3.176476034853718,2.8,-1.5,1.5,1.9209372712298547,1.0,0.0,0.25,50.0,0.35,0.03,0.6605000000000001,3.8220709184687824,3.274621405228058,1.191764760348537,0.0,1.0,0.0,0.0,0.0,0.0,0.0
